15604,1.0,1
15613,0.0,0
15615,0.0,0
15616,1.0,0
15625,0.0,0
15634,0.0,0
15638,0.0,0
15640,0.0,0
15643,0.0,0
15655,0.0,0
15659,0.0,0
15665,0.0,0
15678,0.0,0
15685,0.0,0
15686,0.0,0
15696,0.0,0
15700,0.0,0
15703,0.0,0
15705,0.0,0
15715,0.0,0
15723,0.0,0
15730,0.0,0
15731,0.0,0
15736,0.0,0
15737,1.0,1
15742,1.0,1
15743,0.0,1
15748,0.0,0
15749,0.0,1
15752,0.0,0
15754,1.0,0
15755,0.0,0
15758,1.0,0
15765,0.0,0
15776,0.0,0
15779,0.0,0
15787,0.0,0
15790,0.0,0
15793,0.0,0
15808,0.0,0
15824,0.0,0
15827,0.0,1
15836,0.0,0
15846,1.0,1
15848,0.0,0
15849,1.0,0
15866,0.0,0
15870,0.0,0
15873,0.0,0
15878,0.0,0
15879,0.0,0
15881,0.0,0
15890,0.0,0
15908,1.0,0
15910,0.0,0
15915,0.0,1
15920,1.0,0
15922,0.0,1
15924,0.0,0
15938,0.0,0
15951,0.0,0
15953,0.0,0
15961,0.0,0
15968,0.0,0
15970,0.0,0
15975,0.0,0
15977,0.0,0
15979,0.0,0
15980,0.0,0
15986,0.0,0
15987,0.0,0
15996,1.0,0
16016,1.0,1
16020,0.0,0
16021,0.0,0
16023,0.0,0
16029,0.0,0
16033,0.0,0
16038,0.0,0
16040,0.0,0
16041,0.0,0
16046,0.0,0
16053,0.0,0
16056,0.0,0
16065,0.0,0
16066,0.0,0
16067,0.0,0
16068,0.0,0
16075,0.0,0
16077,0.0,0
16080,1.0,1
16081,0.0,0
16099,0.0,0
16105,0.0,1
16116,1.0,0
16120,0.0,0
16125,0.0,0
16129,0.0,0
16139,0.0,0
16140,1.0,1
16145,0.0,0
16151,1.0,1
16164,1.0,0
16174,0.0,0
16180,1.0,1
16183,0.0,0
16185,0.0,0
16188,0.0,0
16190,0.0,0
16192,0.0,0
16193,0.0,0
16204,0.0,0
16206,0.0,0
16209,0.0,0
16219,0.0,0
16220,0.0,0
16223,0.0,0
16235,0.0,0
16238,0.0,0
16239,0.0,0
16240,0.0,0
